	Item	Quantity	Expiration_Date	Cost_Per_Unit	Date
2039	Small Mixture	335	2025-04-09	10	2025-03-30
2040	Tomato Ketchup	219	2025-05-09	10	2025-03-30
2041	Milk Bread	79	2025-04-12	20	2025-03-31
2042	Brown Bread	496	2025-04-10	20	2025-03-31
2043	Multigrain Bread	95	2025-04-11	20	2025-03-31
2044	Pav Bun	236	2025-04-10	20	2025-03-31
2045	Plain Cake	278	2025-04-11	150	2025-03-31
2046	Chilli Sauce	495	2025-05-23	10	2025-03-31
2047	Rasgulla	91	2025-04-01	35	2025-03-31
2048	Jalebi	471	2025-04-02	35	2025-03-31
2049	Soy Sauce	373	2025-05-17	10	2025-03-31
2050	Water	308	2025-05-18	10	2025-03-31
2051	Chocolate Cake	451	2025-04-13	150	2025-03-31
2052	Vanilla Cake	330	2025-04-08	150	2025-03-31
2053	Black Forest Cake	430	2025-04-07	150	2025-03-31
2054	Pineapple Cake	138	2025-04-14	150	2025-03-31
2055	Red Velvet Cake	298	2025-04-13	150	2025-03-31
2056	Milk	63	2025-04-02	45	2025-03-31
2057	Curd	240	2025-04-01	45	2025-03-31
2058	Paneer	140	2025-04-02	45	2025-03-31
2059	Butter	243	2025-04-02	45	2025-03-31
2060	Cheese	336	2025-04-02	45	2025-03-31
2061	Samosa	470	2025-04-08	15	2025-03-31
2062	Kachori	81	2025-04-12	15	2025-03-31
2063	Dhokla	100	2025-04-09	15	2025-03-31
2064	Vada Pav	238	2025-04-11	15	2025-03-31
2065	Pani Puri	134	2025-04-07	15	2025-03-31
2066	Cookies	116	2025-04-11	10	2025-03-31
2067	Masala Puri	163	2025-04-11	15	2025-03-31
2068	Samosa Chaat	80	2025-04-08	15	2025-03-31
2069	Small Mixture	422	2025-04-10	10	2025-03-31
2070	Tomato Ketchup	148	2025-05-24	10	2025-03-31
2071	Milk Bread	360	2025-04-15	20	2025-04-01
2072	Brown Bread	437	2025-04-14	20	2025-04-01
2073	Multigrain Bread	265	2025-04-15	20	2025-04-01
2074	Pav Bun	145	2025-04-08	20	2025-04-01
2075	Plain Cake	435	2025-04-11	150	2025-04-01
2076	Chilli Sauce	97	2025-05-16	10	2025-04-01
2077	Rasgulla	130	2025-04-02	35	2025-04-01
2078	Jalebi	129	2025-04-04	35	2025-04-01
2079	Soy Sauce	293	2025-05-03	10	2025-04-01
2080	Water	310	2025-05-25	10	2025-04-01
2081	Chocolate Cake	311	2025-04-08	150	2025-04-01
2082	Vanilla Cake	428	2025-04-13	150	2025-04-01
2083	Black Forest Cake	462	2025-04-10	150	2025-04-01
2084	Pineapple Cake	355	2025-04-08	150	2025-04-01
2085	Red Velvet Cake	417	2025-04-13	150	2025-04-01
2086	Milk	242	2025-04-02	45	2025-04-01
2087	Curd	206	2025-04-04	45	2025-04-01
2088	Paneer	307	2025-04-03	45	2025-04-01
2089	Butter	64	2025-04-02	45	2025-04-01
2090	Cheese	445	2025-04-02	45	2025-04-01
2091	Samosa	143	2025-04-08	15	2025-04-01
2092	Kachori	325	2025-04-15	15	2025-04-01
2093	Dhokla	373	2025-04-12	15	2025-04-01
2094	Vada Pav	385	2025-04-10	15	2025-04-01
2095	Pani Puri	473	2025-04-09	15	2025-04-01
2096	Cookies	51	2025-04-14	10	2025-04-01
2097	Masala Puri	257	2025-04-11	15	2025-04-01
2098	Samosa Chaat	497	2025-04-09	15	2025-04-01
2099	Small Mixture	457	2025-04-11	10	2025-04-01
2100	Tomato Ketchup	458	2025-05-23	10	2025-04-01
2101	Milk Bread	289	2025-04-14	20	2025-04-02
2102	Brown Bread	446	2025-04-13	20	2025-04-02
2103	Multigrain Bread	313	2025-04-13	20	2025-04-02
2104	Pav Bun	460	2025-04-11	20	2025-04-02
2105	Plain Cake	284	2025-04-10	150	2025-04-02
2106	Chilli Sauce	102	2025-05-08	10	2025-04-02
2107	Rasgulla	192	2025-04-03	35	2025-04-02
2108	Jalebi	412	2025-04-05	35	2025-04-02
2109	Soy Sauce	304	2025-05-08	10	2025-04-02
2110	Water	248	2025-05-31	10	2025-04-02
2111	Chocolate Cake	73	2025-04-13	150	2025-04-02
2112	Vanilla Cake	366	2025-04-12	150	2025-04-02
2113	Black Forest Cake	264	2025-04-09	150	2025-04-02
2114	Pineapple Cake	442	2025-04-12	150	2025-04-02
2115	Red Velvet Cake	407	2025-04-16	150	2025-04-02
2116	Milk	66	2025-04-04	45	2025-04-02
2117	Curd	426	2025-04-03	45	2025-04-02
2118	Paneer	118	2025-04-04	45	2025-04-02
2119	Butter	96	2025-04-05	45	2025-04-02
2120	Cheese	273	2025-04-04	45	2025-04-02
2121	Samosa	460	2025-04-15	15	2025-04-02
2122	Kachori	441	2025-04-11	15	2025-04-02
2123	Dhokla	94	2025-04-13	15	2025-04-02
2124	Vada Pav	113	2025-04-12	15	2025-04-02
2125	Pani Puri	320	2025-04-16	15	2025-04-02
2126	Cookies	191	2025-04-16	10	2025-04-02
2127	Masala Puri	358	2025-04-14	15	2025-04-02
2128	Samosa Chaat	319	2025-04-16	15	2025-04-02
2129	Small Mixture	116	2025-04-10	10	2025-04-02
2130	Tomato Ketchup	128	2025-05-14	10	2025-04-02
2131	Milk Bread	226	2025-04-15	20	2025-04-03
2132	Brown Bread	140	2025-04-17	20	2025-04-03
2133	Multigrain Bread	254	2025-04-13	20	2025-04-03
2134	Pav Bun	425	2025-04-12	20	2025-04-03
2135	Plain Cake	112	2025-04-15	150	2025-04-03
2136	Chilli Sauce	377	2025-05-13	10	2025-04-03
2137	Rasgulla	393	2025-04-06	35	2025-04-03
2138	Jalebi	419	2025-04-05	35	2025-04-03
2139	Soy Sauce	430	2025-06-01	10	2025-04-03
2140	Water	351	2025-05-23	10	2025-04-03
2141	Chocolate Cake	102	2025-04-15	150	2025-04-03
2142	Vanilla Cake	428	2025-04-11	150	2025-04-03
2143	Black Forest Cake	489	2025-04-13	150	2025-04-03
2144	Pineapple Cake	87	2025-04-17	150	2025-04-03
2145	Red Velvet Cake	218	2025-04-16	150	2025-04-03
2146	Milk	80	2025-04-05	45	2025-04-03
2147	Curd	333	2025-04-06	45	2025-04-03
2148	Paneer	91	2025-04-04	45	2025-04-03
2149	Butter	347	2025-04-05	45	2025-04-03
2150	Cheese	170	2025-04-05	45	2025-04-03
2151	Samosa	452	2025-04-13	15	2025-04-03
2152	Kachori	468	2025-04-14	15	2025-04-03
2153	Dhokla	268	2025-04-12	15	2025-04-03
2154	Vada Pav	86	2025-04-12	15	2025-04-03
2155	Pani Puri	220	2025-04-12	15	2025-04-03
2156	Cookies	412	2025-04-12	10	2025-04-03
2157	Masala Puri	98	2025-04-16	15	2025-04-03
2158	Samosa Chaat	229	2025-04-14	15	2025-04-03
2159	Small Mixture	415	2025-04-15	10	2025-04-03
2160	Tomato Ketchup	84	2025-05-12	10	2025-04-03
2161	Milk Bread	332	2025-04-14	20	2025-04-04
2162	Brown Bread	157	2025-04-11	20	2025-04-04
2163	Multigrain Bread	259	2025-04-13	20	2025-04-04
2164	Pav Bun	163	2025-04-12	20	2025-04-04
2165	Plain Cake	292	2025-04-11	150	2025-04-04
2166	Chilli Sauce	482	2025-05-27	10	2025-04-04
2167	Rasgulla	349	2025-04-07	35	2025-04-04
2168	Jalebi	320	2025-04-06	35	2025-04-04
2169	Soy Sauce	82	2025-05-08	10	2025-04-04
2170	Water	114	2025-05-06	10	2025-04-04
2171	Chocolate Cake	197	2025-04-17	150	2025-04-04
2172	Vanilla Cake	408	2025-04-12	150	2025-04-04
2173	Black Forest Cake	364	2025-04-15	150	2025-04-04
2174	Pineapple Cake	467	2025-04-12	150	2025-04-04
2175	Red Velvet Cake	354	2025-04-14	150	2025-04-04
2176	Milk	100	2025-04-06	45	2025-04-04
2177	Curd	267	2025-04-06	45	2025-04-04
2178	Paneer	159	2025-04-07	45	2025-04-04
2179	Butter	163	2025-04-07	45	2025-04-04
2180	Cheese	391	2025-04-06	45	2025-04-04
2181	Samosa	142	2025-04-12	15	2025-04-04
2182	Kachori	219	2025-04-18	15	2025-04-04
2183	Dhokla	255	2025-04-16	15	2025-04-04
2184	Vada Pav	499	2025-04-14	15	2025-04-04
2185	Pani Puri	474	2025-04-18	15	2025-04-04
2186	Cookies	102	2025-04-12	10	2025-04-04
2187	Masala Puri	137	2025-04-14	15	2025-04-04
2188	Samosa Chaat	186	2025-04-17	15	2025-04-04
2189	Small Mixture	155	2025-04-17	10	2025-04-04
2190	Tomato Ketchup	275	2025-05-19	10	2025-04-04
2191	Milk Bread	236	2025-04-15	20	2025-04-05
2192	Brown Bread	150	2025-04-19	20	2025-04-05
2193	Multigrain Bread	90	2025-04-15	20	2025-04-05
2194	Pav Bun	368	2025-04-13	20	2025-04-05
2195	Plain Cake	262	2025-04-17	150	2025-04-05
2196	Chilli Sauce	246	2025-05-22	10	2025-04-05
2197	Rasgulla	430	2025-04-06	35	2025-04-05
2198	Jalebi	404	2025-04-07	35	2025-04-05
2199	Soy Sauce	447	2025-05-16	10	2025-04-05
2200	Water	102	2025-06-01	10	2025-04-05
2201	Chocolate Cake	414	2025-04-18	150	2025-04-05
2202	Vanilla Cake	388	2025-04-15	150	2025-04-05
2203	Black Forest Cake	293	2025-04-17	150	2025-04-05
2204	Pineapple Cake	157	2025-04-16	150	2025-04-05
2205	Red Velvet Cake	401	2025-04-19	150	2025-04-05
2206	Milk	306	2025-04-07	45	2025-04-05
2207	Curd	409	2025-04-08	45	2025-04-05
2208	Paneer	390	2025-04-06	45	2025-04-05
2209	Butter	425	2025-04-06	45	2025-04-05
2210	Cheese	188	2025-04-07	45	2025-04-05
2211	Samosa	118	2025-04-18	15	2025-04-05
2212	Kachori	110	2025-04-18	15	2025-04-05
2213	Dhokla	497	2025-04-15	15	2025-04-05
2214	Vada Pav	80	2025-04-19	15	2025-04-05
2215	Pani Puri	67	2025-04-13	15	2025-04-05
2216	Cookies	301	2025-04-19	10	2025-04-05
2217	Masala Puri	321	2025-04-17	15	2025-04-05
2218	Samosa Chaat	426	2025-04-17	15	2025-04-05
2219	Small Mixture	255	2025-04-14	10	2025-04-05
2220	Tomato Ketchup	68	2025-05-09	10	2025-04-05
2221	Milk Bread	210	2025-04-16	20	2025-04-06
2222	Brown Bread	136	2025-04-20	20	2025-04-06
2223	Multigrain Bread	346	2025-04-13	20	2025-04-06
2224	Pav Bun	277	2025-04-16	20	2025-04-06
2225	Plain Cake	299	2025-04-14	150	2025-04-06
2226	Chilli Sauce	360	2025-05-09	10	2025-04-06
2227	Rasgulla	391	2025-04-07	35	2025-04-06
2228	Jalebi	186	2025-04-07	35	2025-04-06
2229	Soy Sauce	317	2025-05-15	10	2025-04-06
2230	Water	184	2025-05-26	10	2025-04-06
2231	Chocolate Cake	373	2025-04-14	150	2025-04-06
2232	Vanilla Cake	327	2025-04-18	150	2025-04-06
2233	Black Forest Cake	300	2025-04-15	150	2025-04-06
2234	Pineapple Cake	84	2025-04-15	150	2025-04-06
2235	Red Velvet Cake	432	2025-04-17	150	2025-04-06
2236	Milk	122	2025-04-08	45	2025-04-06
2237	Curd	254	2025-04-08	45	2025-04-06
2238	Paneer	250	2025-04-09	45	2025-04-06
2239	Butter	199	2025-04-09	45	2025-04-06
2240	Cheese	208	2025-04-08	45	2025-04-06
2241	Samosa	177	2025-04-15	15	2025-04-06
2242	Kachori	479	2025-04-15	15	2025-04-06
2243	Dhokla	231	2025-04-16	15	2025-04-06
2244	Vada Pav	374	2025-04-16	15	2025-04-06
2245	Pani Puri	480	2025-04-18	15	2025-04-06
2246	Cookies	355	2025-04-14	10	2025-04-06
2247	Masala Puri	278	2025-04-18	15	2025-04-06
2248	Samosa Chaat	170	2025-04-17	15	2025-04-06
2249	Small Mixture	74	2025-04-15	10	2025-04-06
2250	Tomato Ketchup	240	2025-05-19	10	2025-04-06
2251	Milk Bread	233	2025-04-18	20	2025-04-07
2252	Brown Bread	479	2025-04-19	20	2025-04-07
2253	Multigrain Bread	367	2025-04-20	20	2025-04-07
2254	Pav Bun	249	2025-04-16	20	2025-04-07
2255	Plain Cake	204	2025-04-18	150	2025-04-07
2256	Chilli Sauce	358	2025-05-29	10	2025-04-07
2257	Rasgulla	62	2025-04-09	35	2025-04-07
2258	Jalebi	99	2025-04-10	35	2025-04-07
2259	Soy Sauce	202	2025-05-12	10	2025-04-07
2260	Water	449	2025-05-08	10	2025-04-07
2261	Chocolate Cake	285	2025-04-17	150	2025-04-07
2262	Vanilla Cake	493	2025-04-17	150	2025-04-07
2263	Black Forest Cake	275	2025-04-16	150	2025-04-07
2264	Pineapple Cake	240	2025-04-16	150	2025-04-07
2265	Red Velvet Cake	290	2025-04-17	150	2025-04-07
2266	Milk	241	2025-04-09	45	2025-04-07
2267	Curd	407	2025-04-08	45	2025-04-07
2268	Paneer	211	2025-04-08	45	2025-04-07
2269	Butter	483	2025-04-08	45	2025-04-07
2270	Cheese	222	2025-04-09	45	2025-04-07
2271	Samosa	69	2025-04-16	15	2025-04-07
2272	Kachori	161	2025-04-18	15	2025-04-07
2273	Dhokla	498	2025-04-16	15	2025-04-07
2274	Vada Pav	159	2025-04-14	15	2025-04-07
2275	Pani Puri	489	2025-04-19	15	2025-04-07
2276	Cookies	398	2025-04-19	10	2025-04-07
2277	Masala Puri	156	2025-04-21	15	2025-04-07
2278	Samosa Chaat	276	2025-04-18	15	2025-04-07
2279	Small Mixture	254	2025-04-20	10	2025-04-07
2280	Tomato Ketchup	214	2025-05-25	10	2025-04-07
2281	Milk Bread	192	2025-04-18	20	2025-04-08
2282	Brown Bread	489	2025-04-20	20	2025-04-08
2283	Multigrain Bread	226	2025-04-22	20	2025-04-08
2284	Pav Bun	165	2025-04-17	20	2025-04-08
2285	Plain Cake	58	2025-04-15	150	2025-04-08
2286	Chilli Sauce	447	2025-05-09	10	2025-04-08
2287	Rasgulla	108	2025-04-11	35	2025-04-08
2288	Jalebi	120	2025-04-11	35	2025-04-08
2289	Soy Sauce	349	2025-05-12	10	2025-04-08
2290	Water	388	2025-06-06	10	2025-04-08
2291	Chocolate Cake	419	2025-04-21	150	2025-04-08
2292	Vanilla Cake	169	2025-04-19	150	2025-04-08
2293	Black Forest Cake	482	2025-04-21	150	2025-04-08
2294	Pineapple Cake	489	2025-04-17	150	2025-04-08
2295	Red Velvet Cake	430	2025-04-20	150	2025-04-08
2296	Milk	318	2025-04-09	45	2025-04-08
2297	Curd	334	2025-04-11	45	2025-04-08
2298	Paneer	245	2025-04-10	45	2025-04-08
2299	Butter	264	2025-04-09	45	2025-04-08
2300	Cheese	286	2025-04-11	45	2025-04-08
2301	Samosa	250	2025-04-18	15	2025-04-08
2302	Kachori	266	2025-04-22	15	2025-04-08
2303	Dhokla	70	2025-04-19	15	2025-04-08
2304	Vada Pav	181	2025-04-18	15	2025-04-08
2305	Pani Puri	306	2025-04-22	15	2025-04-08
2306	Cookies	475	2025-04-18	10	2025-04-08
2307	Masala Puri	329	2025-04-18	15	2025-04-08
2308	Samosa Chaat	403	2025-04-21	15	2025-04-08
2309	Small Mixture	409	2025-04-21	10	2025-04-08
2310	Tomato Ketchup	287	2025-05-24	10	2025-04-08
2311	Milk Bread	135	2025-04-16	20	2025-04-09
2312	Brown Bread	117	2025-04-18	20	2025-04-09
2313	Multigrain Bread	399	2025-04-16	20	2025-04-09
2314	Pav Bun	343	2025-04-22	20	2025-04-09
2315	Plain Cake	128	2025-04-18	150	2025-04-09
2316	Chilli Sauce	374	2025-06-05	10	2025-04-09
2317	Rasgulla	163	2025-04-12	35	2025-04-09
2318	Jalebi	138	2025-04-10	35	2025-04-09
2319	Soy Sauce	232	2025-05-24	10	2025-04-09
2320	Water	181	2025-05-19	10	2025-04-09
2321	Chocolate Cake	493	2025-04-23	150	2025-04-09
2322	Vanilla Cake	427	2025-04-22	150	2025-04-09
2323	Black Forest Cake	85	2025-04-18	150	2025-04-09
2324	Pineapple Cake	256	2025-04-18	150	2025-04-09
2325	Red Velvet Cake	192	2025-04-23	150	2025-04-09
2326	Milk	176	2025-04-11	45	2025-04-09
2327	Curd	403	2025-04-12	45	2025-04-09
2328	Paneer	88	2025-04-10	45	2025-04-09
2329	Butter	380	2025-04-10	45	2025-04-09
2330	Cheese	363	2025-04-11	45	2025-04-09
2331	Samosa	470	2025-04-17	15	2025-04-09
2332	Kachori	95	2025-04-16	15	2025-04-09
2333	Dhokla	338	2025-04-16	15	2025-04-09
2334	Vada Pav	471	2025-04-21	15	2025-04-09
2335	Pani Puri	406	2025-04-20	15	2025-04-09
2336	Cookies	56	2025-04-20	10	2025-04-09
2337	Masala Puri	166	2025-04-21	15	2025-04-09
2338	Samosa Chaat	156	2025-04-23	15	2025-04-09
2339	Small Mixture	341	2025-04-17	10	2025-04-09
2340	Tomato Ketchup	112	2025-05-29	10	2025-04-09
2341	Milk Bread	319	2025-04-18	20	2025-04-10
2342	Brown Bread	430	2025-04-21	20	2025-04-10
2343	Multigrain Bread	229	2025-04-18	20	2025-04-10
2344	Pav Bun	180	2025-04-17	20	2025-04-10
2345	Plain Cake	140	2025-04-23	150	2025-04-10
2346	Chilli Sauce	325	2025-06-04	10	2025-04-10
2347	Rasgulla	361	2025-04-13	35	2025-04-10
2348	Jalebi	50	2025-04-13	35	2025-04-10
2349	Soy Sauce	168	2025-06-04	10	2025-04-10
2350	Water	174	2025-05-16	10	2025-04-10
2351	Chocolate Cake	59	2025-04-18	150	2025-04-10
2352	Vanilla Cake	413	2025-04-22	150	2025-04-10
2353	Black Forest Cake	82	2025-04-22	150	2025-04-10
2354	Pineapple Cake	172	2025-04-18	150	2025-04-10
2355	Red Velvet Cake	387	2025-04-18	150	2025-04-10
2356	Milk	349	2025-04-12	45	2025-04-10
2357	Curd	257	2025-04-13	45	2025-04-10
2358	Paneer	82	2025-04-11	45	2025-04-10
2359	Butter	249	2025-04-13	45	2025-04-10
2360	Cheese	188	2025-04-12	45	2025-04-10
2361	Samosa	408	2025-04-18	15	2025-04-10
2362	Kachori	53	2025-04-18	15	2025-04-10
2363	Dhokla	394	2025-04-20	15	2025-04-10
2364	Vada Pav	225	2025-04-24	15	2025-04-10
2365	Pani Puri	189	2025-04-20	15	2025-04-10
2366	Cookies	448	2025-04-17	10	2025-04-10
2367	Masala Puri	101	2025-04-24	15	2025-04-10
2368	Samosa Chaat	242	2025-04-23	15	2025-04-10
2369	Small Mixture	299	2025-04-24	10	2025-04-10
2370	Tomato Ketchup	405	2025-06-04	10	2025-04-10
2371	Milk Bread	415	2025-04-24	20	2025-04-11
2372	Brown Bread	263	2025-04-25	20	2025-04-11
2373	Multigrain Bread	194	2025-04-23	20	2025-04-11
2374	Pav Bun	157	2025-04-22	20	2025-04-11
2375	Plain Cake	225	2025-04-24	150	2025-04-11
2376	Chilli Sauce	424	2025-05-22	10	2025-04-11
2377	Rasgulla	457	2025-04-13	35	2025-04-11
2378	Jalebi	361	2025-04-14	35	2025-04-11
2379	Soy Sauce	77	2025-05-28	10	2025-04-11
2380	Water	125	2025-05-22	10	2025-04-11
2381	Chocolate Cake	468	2025-04-23	150	2025-04-11
2382	Vanilla Cake	201	2025-04-22	150	2025-04-11
2383	Black Forest Cake	286	2025-04-23	150	2025-04-11
2384	Pineapple Cake	127	2025-04-19	150	2025-04-11
2385	Red Velvet Cake	244	2025-04-25	150	2025-04-11
2386	Milk	217	2025-04-13	45	2025-04-11
2387	Curd	391	2025-04-12	45	2025-04-11
2388	Paneer	287	2025-04-13	45	2025-04-11
2389	Butter	299	2025-04-13	45	2025-04-11
2390	Cheese	308	2025-04-14	45	2025-04-11
2391	Samosa	208	2025-04-25	15	2025-04-11
2392	Kachori	67	2025-04-20	15	2025-04-11
2393	Dhokla	79	2025-04-18	15	2025-04-11
2394	Vada Pav	377	2025-04-18	15	2025-04-11
2395	Pani Puri	402	2025-04-19	15	2025-04-11
2396	Cookies	70	2025-04-23	10	2025-04-11
2397	Masala Puri	430	2025-04-23	15	2025-04-11
2398	Samosa Chaat	230	2025-04-25	15	2025-04-11
2399	Small Mixture	261	2025-04-20	10	2025-04-11
2400	Tomato Ketchup	325	2025-05-19	10	2025-04-11
2401	Milk Bread	491	2025-04-22	20	2025-04-12
2402	Brown Bread	476	2025-04-20	20	2025-04-12
2403	Multigrain Bread	393	2025-04-21	20	2025-04-12
2404	Pav Bun	399	2025-04-23	20	2025-04-12
2405	Plain Cake	282	2025-04-22	150	2025-04-12
2406	Chilli Sauce	225	2025-05-23	10	2025-04-12
2407	Rasgulla	156	2025-04-14	35	2025-04-12
2408	Jalebi	374	2025-04-15	35	2025-04-12
2409	Soy Sauce	111	2025-05-18	10	2025-04-12
2410	Water	384	2025-05-23	10	2025-04-12
2411	Chocolate Cake	436	2025-04-22	150	2025-04-12
2412	Vanilla Cake	346	2025-04-26	150	2025-04-12
2413	Black Forest Cake	59	2025-04-19	150	2025-04-12
2414	Pineapple Cake	475	2025-04-23	150	2025-04-12
2415	Red Velvet Cake	372	2025-04-23	150	2025-04-12
2416	Milk	163	2025-04-14	45	2025-04-12
2417	Curd	270	2025-04-15	45	2025-04-12
2418	Paneer	361	2025-04-15	45	2025-04-12
2419	Butter	266	2025-04-14	45	2025-04-12
2420	Cheese	160	2025-04-13	45	2025-04-12
2421	Samosa	112	2025-04-20	15	2025-04-12
2422	Kachori	53	2025-04-19	15	2025-04-12
2423	Dhokla	375	2025-04-26	15	2025-04-12
2424	Vada Pav	449	2025-04-21	15	2025-04-12
2425	Pani Puri	277	2025-04-25	15	2025-04-12
2426	Cookies	193	2025-04-23	10	2025-04-12
2427	Masala Puri	487	2025-04-20	15	2025-04-12
2428	Samosa Chaat	465	2025-04-24	15	2025-04-12
2429	Small Mixture	478	2025-04-19	10	2025-04-12
2430	Tomato Ketchup	238	2025-05-19	10	2025-04-12
2431	Milk Bread	396	2025-04-23	20	2025-04-13
2432	Brown Bread	470	2025-04-24	20	2025-04-13
2433	Multigrain Bread	401	2025-04-20	20	2025-04-13
2434	Pav Bun	127	2025-04-27	20	2025-04-13
2435	Plain Cake	245	2025-04-26	150	2025-04-13
2436	Chilli Sauce	384	2025-05-23	10	2025-04-13
2437	Rasgulla	119	2025-04-15	35	2025-04-13
2438	Jalebi	339	2025-04-16	35	2025-04-13
2439	Soy Sauce	195	2025-06-01	10	2025-04-13
2440	Water	282	2025-06-09	10	2025-04-13
2441	Chocolate Cake	361	2025-04-24	150	2025-04-13
2442	Vanilla Cake	126	2025-04-20	150	2025-04-13
2443	Black Forest Cake	439	2025-04-21	150	2025-04-13
2444	Pineapple Cake	262	2025-04-21	150	2025-04-13
2445	Red Velvet Cake	184	2025-04-26	150	2025-04-13
2446	Milk	221	2025-04-14	45	2025-04-13
2447	Curd	385	2025-04-15	45	2025-04-13
2448	Paneer	267	2025-04-15	45	2025-04-13
2449	Butter	178	2025-04-16	45	2025-04-13
2450	Cheese	496	2025-04-16	45	2025-04-13
2451	Samosa	82	2025-04-25	15	2025-04-13
2452	Kachori	456	2025-04-20	15	2025-04-13
2453	Dhokla	169	2025-04-20	15	2025-04-13
2454	Vada Pav	479	2025-04-27	15	2025-04-13
2455	Pani Puri	154	2025-04-21	15	2025-04-13
2456	Cookies	210	2025-04-20	10	2025-04-13
2457	Masala Puri	221	2025-04-21	15	2025-04-13
2458	Samosa Chaat	265	2025-04-24	15	2025-04-13
2459	Small Mixture	378	2025-04-21	10	2025-04-13
2460	Tomato Ketchup	233	2025-06-02	10	2025-04-13
2461	Milk Bread	472	2025-04-26	20	2025-04-14
2462	Brown Bread	183	2025-04-27	20	2025-04-14
2463	Multigrain Bread	301	2025-04-28	20	2025-04-14
2464	Pav Bun	223	2025-04-25	20	2025-04-14
2465	Plain Cake	310	2025-04-28	150	2025-04-14
2466	Chilli Sauce	451	2025-05-20	10	2025-04-14
2467	Rasgulla	304	2025-04-15	35	2025-04-14
2468	Jalebi	162	2025-04-17	35	2025-04-14
2469	Soy Sauce	309	2025-05-15	10	2025-04-14
2470	Water	226	2025-05-17	10	2025-04-14
2471	Chocolate Cake	256	2025-04-21	150	2025-04-14
2472	Vanilla Cake	256	2025-04-22	150	2025-04-14
2473	Black Forest Cake	373	2025-04-24	150	2025-04-14
2474	Pineapple Cake	233	2025-04-25	150	2025-04-14
2475	Red Velvet Cake	412	2025-04-25	150	2025-04-14
2476	Milk	183	2025-04-16	45	2025-04-14
2477	Curd	160	2025-04-17	45	2025-04-14
2478	Paneer	239	2025-04-16	45	2025-04-14
2479	Butter	333	2025-04-15	45	2025-04-14
2480	Cheese	408	2025-04-17	45	2025-04-14
2481	Samosa	332	2025-04-25	15	2025-04-14
2482	Kachori	174	2025-04-28	15	2025-04-14
2483	Dhokla	88	2025-04-26	15	2025-04-14
2484	Vada Pav	482	2025-04-28	15	2025-04-14
2485	Pani Puri	420	2025-04-28	15	2025-04-14
2486	Cookies	445	2025-04-25	10	2025-04-14
2487	Masala Puri	436	2025-04-22	15	2025-04-14
2488	Samosa Chaat	443	2025-04-26	15	2025-04-14
2489	Small Mixture	65	2025-04-25	10	2025-04-14
2490	Tomato Ketchup	472	2025-06-01	10	2025-04-14
2491	Milk Bread	284	2025-04-25	20	2025-04-15
2492	Brown Bread	180	2025-04-24	20	2025-04-15
2493	Multigrain Bread	425	2025-04-23	20	2025-04-15
2494	Pav Bun	439	2025-04-27	20	2025-04-15
2495	Plain Cake	220	2025-04-22	150	2025-04-15
2496	Chilli Sauce	50	2025-05-26	10	2025-04-15
2497	Rasgulla	379	2025-04-16	35	2025-04-15
2498	Jalebi	213	2025-04-17	35	2025-04-15
2499	Soy Sauce	341	2025-05-20	10	2025-04-15
2500	Water	303	2025-05-31	10	2025-04-15
2501	Chocolate Cake	437	2025-04-29	150	2025-04-15
2502	Vanilla Cake	206	2025-04-22	150	2025-04-15
2503	Black Forest Cake	51	2025-04-23	150	2025-04-15
2504	Pineapple Cake	201	2025-04-27	150	2025-04-15
2505	Red Velvet Cake	213	2025-04-23	150	2025-04-15
2506	Milk	191	2025-04-17	45	2025-04-15
2507	Curd	350	2025-04-18	45	2025-04-15
2508	Paneer	409	2025-04-18	45	2025-04-15
2509	Butter	463	2025-04-18	45	2025-04-15
2510	Cheese	430	2025-04-16	45	2025-04-15
2511	Samosa	160	2025-04-28	15	2025-04-15
2512	Kachori	296	2025-04-28	15	2025-04-15
2513	Dhokla	450	2025-04-27	15	2025-04-15
2514	Vada Pav	396	2025-04-29	15	2025-04-15
2515	Pani Puri	385	2025-04-23	15	2025-04-15
2516	Cookies	123	2025-04-27	10	2025-04-15
2517	Masala Puri	412	2025-04-28	15	2025-04-15
2518	Samosa Chaat	195	2025-04-27	15	2025-04-15
2519	Small Mixture	177	2025-04-27	10	2025-04-15
2520	Tomato Ketchup	445	2025-05-26	10	2025-04-15
2521	Milk Bread	71	2025-04-29	20	2025-04-16
2522	Brown Bread	324	2025-04-30	20	2025-04-16
2523	Multigrain Bread	131	2025-04-24	20	2025-04-16
2524	Pav Bun	471	2025-04-28	20	2025-04-16
2525	Plain Cake	314	2025-04-23	150	2025-04-16
2526	Chilli Sauce	370	2025-06-14	10	2025-04-16
2527	Rasgulla	192	2025-04-18	35	2025-04-16
2528	Jalebi	226	2025-04-19	35	2025-04-16
2529	Soy Sauce	386	2025-06-07	10	2025-04-16
2530	Water	444	2025-06-08	10	2025-04-16
2531	Chocolate Cake	191	2025-04-29	150	2025-04-16
2532	Vanilla Cake	330	2025-04-23	150	2025-04-16
2533	Black Forest Cake	377	2025-04-27	150	2025-04-16
2534	Pineapple Cake	262	2025-04-28	150	2025-04-16
2535	Red Velvet Cake	312	2025-04-29	150	2025-04-16
2536	Milk	271	2025-04-17	45	2025-04-16
2537	Curd	241	2025-04-18	45	2025-04-16
2538	Paneer	130	2025-04-19	45	2025-04-16
2539	Butter	233	2025-04-19	45	2025-04-16
